Date,Open,High,Low,Close,Volume
2023-07-10 00:00:00-04:00,9.007437964986256,9.061213234354565,8.989512305368489,9.03432559967041,74500
2023-07-11 00:00:00-04:00,9.00743976044896,9.034327400492657,8.935738817170659,8.962626457214355,120000
2023-07-12 00:00:00-04:00,8.996813193473724,9.095777829720866,8.95182895590576,9.05979061126709,108000
2023-07-13 00:00:00-04:00,9.068785305215641,9.140759723669516,9.041795112796125,9.11376953125,58900
2023-07-14 00:00:00-04:00,9.113773152427735,9.122770172809943,8.978820420703858,9.023804664611816,63300
2023-07-17 00:00:00-04:00,9.023803975190367,9.05079503427487,8.978819734719218,8.996813774108887,70500
2023-07-18 00:00:00-04:00,9.023804664611816,9.086782949284194,9.005811481850486,9.023804664611816,43500
2023-07-19 00:00:00-04:00,9.059790500261146,9.077784538269043,8.996813083239415,9.077784538269043,82500
2023-07-20 00:00:00-04:00,9.01480500024636,9.050792209792139,8.951826740039182,8.987813949584961,105100
2023-07-21 00:00:00-04:00,9.005811481850486,9.050795725758444,8.987817441086067,9.023804664611816,87100
2023-07-24 00:00:00-04:00,9.005808572665064,9.041795784565707,8.978817520237472,9.032798767089844,114700
2023-07-25 00:00:00-04:00,8.99681080663331,9.023800998812442,8.960823597726884,9.01480484008789,73500
2023-07-26 00:00:00-04:00,8.978815078735352,9.023799295879838,8.960821906679103,8.978815078735352,65300
2023-07-27 00:00:00-04:00,8.960824583612586,8.987814778761228,8.897847175598145,8.897847175598145,158400
2023-07-28 00:00:00-04:00,8.969821029900345,8.987814206185558,8.92483680218314,8.960824012756348,86500
2023-07-31 00:00:00-04:00,8.960824012756348,8.996811223329555,8.942829978468355,8.960824012756348,90300
2023-08-01 00:00:00-04:00,8.96082618324313,8.996813402533144,8.888851744663105,8.933835983276367,115100
2023-08-02 00:00:00-04:00,8.933835457027246,8.933835457027246,8.870857183477229,8.879854202270508,87200
2023-08-03 00:00:00-04:00,8.870857124433563,8.870857124433563,8.780889511108398,8.780889511108398,298800
2023-08-04 00:00:00-04:00,8.83486858064403,8.861859632790585,8.80787838650028,8.825872421264648,64700
2023-08-07 00:00:00-04:00,8.861861869501729,8.861861869501729,8.789887428283691,8.789887428283691,108500
2023-08-08 00:00:00-04:00,8.82587438449579,8.843867565259767,8.807880345728819,8.816877365112305,56400
2023-08-09 00:00:00-04:00,8.825873805516707,8.879854202270508,8.825873805516707,8.879854202270508,42300
2023-08-10 00:00:00-04:00,8.90513993788448,8.923203516120676,8.787729263305664,8.787729263305664,129200
2023-08-11 00:00:00-04:00,8.84192022462451,8.84192022462451,8.769667625427246,8.769667625427246,156400
2023-08-14 00:00:00-04:00,8.796762888099943,8.823858261108398,8.769668376410484,8.823858261108398,77400
2023-08-15 00:00:00-04:00,8.85095092581353,8.85095092581353,8.769666546388287,8.787729263305664,57600
2023-08-16 00:00:00-04:00,8.814828306424735,8.83289103087423,8.724512100219727,8.724512100219727,65400
2023-08-17 00:00:00-04:00,8.760638236999512,8.760638236999512,8.706449203404654,8.760638236999512,75400
2023-08-18 00:00:00-04:00,8.805792841541859,8.85095092581353,8.769666546388287,8.787729263305664,92000
2023-08-21 00:00:00-04:00,8.787730011219965,8.805793590993531,8.72450920465026,8.742572784423828,58700
2023-08-22 00:00:00-04:00,8.778701996206566,8.787732927771726,8.697417582885894,8.724512100219727,57100
2023-08-23 00:00:00-04:00,8.751604208124057,8.77869957931736,8.706446978773098,8.733541488647461,58400
2023-08-24 00:00:00-04:00,8.724510988256537,8.724510988256537,8.625163863148437,8.661290168762207,82500
2023-08-25 00:00:00-04:00,8.643226754483344,8.643226754483344,8.61613224007242,8.625164031982422,69600
2023-08-28 00:00:00-04:00,8.65225746063746,8.670321042190698,8.598068438615691,8.64322566986084,91000
2023-08-29 00:00:00-04:00,8.643226090888849,8.697415976869284,8.598068857444005,8.670321464538574,93000
2023-08-30 00:00:00-04:00,8.670321669795035,8.706447974197555,8.607099991101348,8.616131782531738,192200
2023-08-31 00:00:00-04:00,8.634194374084473,8.670320674339264,8.598068073829682,8.634194374084473,107400
2023-09-01 00:00:00-04:00,8.643225303158966,8.643225303158966,8.589036283436249,8.634194374084473,65800
2023-09-05 00:00:00-04:00,8.643224877883998,8.643224877883998,8.580004070878518,8.607098579406738,80000
2023-09-06 00:00:00-04:00,8.634194610658831,8.634194610658831,8.561941146850586,8.561941146850586,72100
2023-09-07 00:00:00-04:00,8.607101289558555,8.607101289558555,8.53484866985357,8.543880462646484,74000
2023-09-08 00:00:00-04:00,8.578337308998625,8.578337308998625,8.496725082397461,8.496725082397461,67300
2023-09-11 00:00:00-04:00,8.496725540116328,8.51486197580151,8.433249744803893,8.442317962646484,119600
2023-09-12 00:00:00-04:00,8.44231864582251,8.469522436758838,8.41511399009326,8.433250427246094,231200
2023-09-13 00:00:00-04:00,8.44231719215036,8.469520978402501,8.424180758120416,8.451384544372559,79400
2023-09-14 00:00:00-04:00,8.433250659054698,8.442318877880377,8.396978648544927,8.406046867370605,91600
2023-09-15 00:00:00-04:00,8.433251796542937,8.4513873718475,8.396979781140748,8.415115356445312,61900
2023-09-18 00:00:00-04:00,8.442320286196832,8.451387641742148,8.396980049297891,8.42418384552002,120700
2023-09-19 00:00:00-04:00,8.44232001659175,8.44232001659175,8.387911561091936,8.415115356445312,56900
2023-09-20 00:00:00-04:00,8.424182208669677,8.460454218182422,8.424182208669677,8.433250427246094,69400
2023-09-21 00:00:00-04:00,8.433250074458828,8.433250074458828,8.333501403876863,8.351637840270996,113300
2023-09-22 00:00:00-04:00,8.369773683043658,8.406046557007127,8.333501673873101,8.360706329345703,106600
2023-09-25 00:00:00-04:00,8.342568992247669,8.369772779992221,8.242821193989096,8.260956764221191,89000
2023-09-26 00:00:00-04:00,8.270026090479405,8.27909430920762,8.152141841391414,8.161210060119629,96700
2023-09-27 00:00:00-04:00,8.152140528022702,8.161208745289962,8.070528302202954,8.079596519470215,127300
2023-09-28 00:00:00-04:00,8.070528302202954,8.115868523746459,8.043324515193971,8.079596519470215,93600
2023-09-29 00:00:00-04:00,8.097732954004735,8.188412532298946,8.079596519470215,8.079596519470215,117200
2023-10-02 00:00:00-04:00,8.079596747371045,8.152140757969779,8.025189171818408,8.052392959594727,80800
2023-10-03 00:00:00-04:00,8.052395315858416,8.088667331771573,8.016123299945258,8.070530891418457,130900
2023-10-04 00:00:00-04:00,8.079599111595014,8.134007567861286,8.052395315858416,8.070530891418457,125400
2023-10-05 00:00:00-04:00,8.088664920848235,8.088664920848235,7.97984890554268,8.016120910644531,131700
2023-10-06 00:00:00-04:00,7.988919258117676,8.016123053016289,7.961714598426016,7.988919258117676,106200
2023-10-09 00:00:00-04:00,8.007052059253441,8.070527846958107,8.007052059253441,8.061460494995117,45500
2023-10-10 00:00:00-04:00,8.06145977552465,8.124935557564218,8.034255127685404,8.106799125671387,83400
