Date,Open,High,Low,Close,Volume
2023-07-10 00:00:00-04:00,20.48741348797317,20.90001862035337,20.273176033072843,20.400131225585938,421600
2023-07-11 00:00:00-04:00,20.63023829426395,20.99523409148757,20.400131063768416,20.574695587158203,470800
2023-07-12 00:00:00-04:00,20.741323304767807,20.868278493802826,20.24937232561342,20.376327514648438,330900
2023-07-13 00:00:00-04:00,20.45567616109596,20.566761580068928,20.27317674123637,20.39219856262207,376900
2023-07-14 00:00:00-04:00,20.201763144112775,20.210492580917144,19.24959921930585,19.463836669921875,668000
2023-07-17 00:00:00-04:00,19.5590537342761,19.646336001292934,19.313078224913173,19.59872817993164,321000
2023-07-18 00:00:00-04:00,19.55905097308866,19.8447008877814,19.4955733824264,19.78122329711914,339700
2023-07-19 00:00:00-04:00,20.003397930543407,20.78100045654395,19.916117172593417,20.7730655670166,519000
2023-07-20 00:00:00-04:00,20.979366549932568,21.003169703268703,20.5389900521103,20.76512908935547,514500
2023-07-21 00:00:00-04:00,20.757193081753492,20.81273578777816,19.836767204536994,20.376327514648438,525500
2023-07-24 00:00:00-04:00,20.487414002656358,21.558599790642965,20.431871293714696,21.5506649017334,980000
2023-07-25 00:00:00-04:00,21.582401447476656,22.066417496056594,21.272946876861496,21.7014217376709,499900
2023-07-26 00:00:00-04:00,21.42370992803685,22.018812981593427,21.34436255154424,21.875988006591797,467000
2023-07-27 00:00:00-04:00,21.99500672963527,23.01064974601667,21.800607260333596,22.407611846923828,1037700
2023-07-28 00:00:00-04:00,22.804348847630855,23.29630137151051,22.65358898352535,23.16141128540039,875300
2023-07-31 00:00:00-04:00,23.486731062850684,23.875531491796465,23.13760356022432,23.597816467285156,824300
2023-08-01 00:00:00-04:00,23.597816371746834,23.80411891730785,23.058256100806503,23.439123153686523,1122900
2023-08-02 00:00:00-04:00,22.84402227853796,23.28043056006093,22.22511458502014,22.391742706298828,1293100
2023-08-03 00:00:00-04:00,22.106093012880695,22.629783526008612,21.661748354800807,22.177505493164062,897600
2023-08-04 00:00:00-04:00,22.288592100555178,22.756739934975368,21.955334345771742,22.47902488708496,863300
2023-08-07 00:00:00-04:00,22.598045344857574,23.16934522180007,22.47902504163631,23.137605667114258,1033400
2023-08-08 00:00:00-04:00,23.074126933368625,23.16934407930558,22.423481228645862,22.50282859802246,899000
2023-08-09 00:00:00-04:00,22.634424644710567,23.243053597394756,22.486379467539184,22.724895477294922,1013100
2023-08-10 00:00:00-04:00,22.6508755740089,22.82359391006255,21.581661224365234,21.581661224365234,784500
2023-08-11 00:00:00-04:00,21.384266938233917,21.5759027057237,20.792087803152473,20.923683166503906,909900
2023-08-14 00:00:00-04:00,20.644042362102223,20.644042362102223,20.002513797446646,20.41374969482422,1114800
2023-08-15 00:00:00-04:00,20.257481544824085,21.203325453910374,20.183460519484186,21.063505172729492,770600
2023-08-16 00:00:00-04:00,20.882560073338567,21.17865044564358,20.273931083732048,20.282155990600586,526800
2023-08-17 00:00:00-04:00,20.594696288025737,20.849662127367004,20.224583320642775,20.249258041381836,350300
2023-08-18 00:00:00-04:00,19.96961413173793,20.347950373833847,19.87831971967926,20.241029739379883,456000
2023-08-21 00:00:00-04:00,20.45487679164045,20.644044951665443,20.315056506243575,20.53712272644043,530000
2023-08-22 00:00:00-04:00,20.61114191248903,21.244445545604318,20.561794046025874,21.112850189208984,451600
2023-08-23 00:00:00-04:00,20.874332338597924,21.211547199562702,20.561793763636413,21.186872482299805,425200
